manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
"Yara Hungária";"KÁLIUM NITRÁT KRISTA K 2 KG";"Műtrágyák > Vízoldható";https://www.online-gazda.hu/kalium-nitrat-krista-k-2-kg_p3019;950;https://www.online-gazda.hu/img/products//medium/KALIUM_NITRAT_KRISTA_K_2_KG.jpg;"Kálium Nitrát YARA &nbsp;vízoldható 2 kg  A kálium-nitrát a kálium egy szervetlen vegyülete, melynek képlete KNO₃. A tápoldatozási program kálium arányát növelő kertészeti kiegészítő műtrágya. Minőséget, az érés gyorsaságát, tárolhatóságot javítja. Tápoldatozásra és lombtrágyázásra is alkalmas. Az egyik legjobban elterjedt &nbsp;műtrágya, amelyet feloldva tápoldatos műtrágyázáskor használnak. A kálium nitrát növény fejlődési stádiumától függően &nbsp;nagyobb kisebb arányban mindig alkotó része a tápoldatoknak&nbsp; &nbsp;  Nitrogén (N) 13,5 % Nitrát (NO3) 13,5 % Kálium-oxid (K2O) 46 % Tápoldatozás A káliumnitrát műtrágya A tápoldat kálium tartalmának beállítására minkét törzsoldatban, &#34;A&#34; és &#34;B&#34; tartályban is, lehet. &nbsp; Vízoldható Műtrágya, Kristályos, Vízoldható csepegtető, Öntöző műtrágya, tápoldatozáshoz, csepegtetéshez öntözéshez, biztosítja Kálium és Nitrogén tápanyagokat  100% víz-oldható kálium-nitrát (N:P:K arány 13-0-46) tápértékét és a növények egészségéhez és termésmennyiségéhez való hozzájárulását tekintve egyedülálló káliumforrás. A Káliumnitrát tulajdonságai kedvező környezeti hatásokkal párosulnak. A &nbsp;kálium nitráttal minden kultúrában jó hatást érhetünk el. &nbsp;Többek közt zöldségeknél, Paprika, paradicsom uborka, sárga dinnye, káposztafélék, a szántóföldi növényeknél és gyümölcsösök Őszibarack &nbsp;esetében is növeli a termésátlagot, hatékony, klórmentes formában juttatja a növényeket nitrogén- és káliumforráshoz.  A &nbsp;káliumnitrát műtrágya növeli a hideggel szembeni ellenállóképességet. A káliumtartalom segít az erősebb sejtfalak képződésében és növeli az elektrolitok koncentrációját a sejten belül, ezzel segíti a növényt a hideg elviselésében.A &nbsp;káliumnitrát műtrágya növeli a betegségekkel szembeni ellenállóképességet.&nbsp;  káliumnitrát műtrágya = szebb és több termés  A megfelelő káliumellátás nem csak a termésátlagot növeli, hanem a minőséget is. Így a káliumtrágyázás magasabb értékű termést és jobb megtérülést hoz a termelőnek. A &nbsp;káliumnitrát műtrágyaban lévő kálium segít javítani a következő jellemzőket: termésnagyság – nagyobb méretek és egyenletesebb termésnagyság külalak – jobb színeződés, a színhibák és mechanikai sérülések, vagy betegségek nyomai &nbsp;kevésbé látszanak Tápérték: magasabb fehérje, olaj, C-vitamin, stb. tartalom Érzékszervi tulajdonságok: jobb illat és íz Hosszabb lesz az eltarthatóság Jobb &nbsp;lesz az ipari feldolgozhatóság   Káliumnitrát műtrágya vízoldhatósága kiváló. A káliumnitrát műtrágya gyorsan és teljesen oldódik, ez a tulajdonsága ideálissá teszi tápoldatozáshoz és levéltrágyaként való alkalmazáshoz. A víz hőmérsékletének növekedésével az oldhatóság is növekszik. A káliumnitrát műtrágya nem higroszkópos. Akár zsákban, akár ömlesztve tárolható anélkül, hogy nedvességet venne fel, ami összeállást és ezzel kezelési nehézségeket okozhatna. A káliumnitrát műtrágya is keverhető más műtrágyákkal. Nem képez oldhatatlan csapadékot, ami elzárhatná a csepegtetőket és fúvókákat, biztonságosan használható tartályos többkomponensű műtrágyakeverékek készítéséhez A káliumnitrát műtrágya nem illó anyag. Az ammóniummal ellentétben, a káliumnitrát műtrágya nitrátja nem illó anyag, tehát nem feltétlenül &nbsp;kell bedolgozni a talajba sortrágyázásnál. vízoldhatósága kiváló.&nbsp;  További részletes Információ A &nbsp;Kálium nitrát nitrogént és káliumot tartalmazó öntöző műtrágya. Vízben teljesen és maradék nélkül oldódik, bármilyen öntözési rendszerrel kijuttatható.&nbsp; &nbsp;  Nitrát-nitrogén tartalma közvetlenül felvehető, azonnal megindítja a növekedést, nem kötődik le a talajban, így rögtön a növények rendelkezésére áll. Növeli egyéb tápelemek, mint a kálium, kalcium és magnézium felvételét is.&nbsp; Kálium tartalma javítja a többi tápelem hasznosulását, növeli a termést, javítja a termés minőségét, beltartalmi mutatóit, úgymint szárazanyag tartalom, cukor tartalom, íz, szín anyagok.&nbsp; &nbsp;  Javítja a növények vízháztartását, hozzájárul a környezeti stressz okozta hatások elviseléséhez.&nbsp; Alacsony N:K arányú (1:3), amely ideális az érés időszakában.&nbsp; Az összes kertészeti kultúra kálium és nitrogén ellátására tápoldatként kijuttatva.&nbsp; &nbsp;  Használata különösen javasolt a következő kultúráknál: paprika, uborka, dinnye, paradicsom.&nbsp; Felhasználható önállóan, vagy összetett tápoldatok készítéséhez is.&nbsp; Javasolt koncentráció: 0,05-0,15%.&nbsp; Keverhetőség: Minden vízoldható műtrágyával keverhető.";8411;HUF;0.00;"2.10 kg";3019;748
Adama;"ORIUS 20EW   II.KAT 1/1";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/orius-20ew-ii-kat-1-1_p3020;6500;https://www.online-gazda.hu/img/products//medium/ORIUS_20EW_II_KAT_1_1_5ddf86be0fb42.jpg;"Hatóanyag: 250g/l TEBUKONAZOL  ELŐÍRT NÖVÉNYVÉDELMI TECHNOLÓGIA:&nbsp; &nbsp; Kalászosokban a védekezés általában több betegség ellen irányul, ezért a kezelést megelőző jelleggel célszerű elvégezni, azaz szárbaindulás kezdetén, továbbá a kalászhányás végén-virágzás idején végzett egy-egy permetezéssel.&nbsp;  Őszi káposztarepcében a készítményt tőlevélrózsás állapottól virágzásig célszerű kijuttatni levél-és szárbetegségek ellen. Az őszi kijuttatás (4-6 leveles állapottól tőlevélrózsás állapotig) a téli-kora tavaszi fagyok miatt elpusztult növények számát is csökkenti.  Szőlőben lisztharmat ellen, preventív jelleggel, a virágzástól kezdve ajánlott védekezni. A védekezést a fertőzés fennállásáig célszerű folytatni. Egy tenyészidőszakban csak 3 alkalommal használható, a további szükséges kezeléseket más hatásmechanizmusú készítményekkel kell megoldani. Szürkerothadás ellen járványveszélyes időszakban más, a betegség ellen hatásos gombaölő szerrel kombináltan célszerű kijuttatni.&nbsp;";8412;HUF;0.00;"1.50 kg";3020;5118
"BVN Növényvédő Kft.";"VEGESOL R 5/1";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/vegesol-r-5-1_p3021;12200;https://www.online-gazda.hu/img/products//medium/VEGESOL_R_5_1.jpg;"VEGESOL R vizes szuszpo-emulzio (SE) Folyékony permetezőszer gombás és baktériumos megbetegedések ellen Forgalmazási kategória: III. Hatóanyag: 190 g/l réz tartalmú vizes szuszpenzió koncentrátum rézhidroxid formában (300 g/l)  Hatásmód A Vegesol R egy kontakt fungicid, ami növényi olaj alapú hatás és tapadásfokozó adalékanyagokat tartalmaz. Az adalékanyag rugalmas, a levegőt áteresztő filmréteget képez a permetezett felszínen. Ez a filmréteg stabilizálja a hatóanyagot, így az nagyon lassan mosódik le. A készítmény hatástartama hosszabb mint a WP vagy FW formulációké. A készítmény biológiailag aktív rézion koncentrációja többszöröse a többi rézkészítményének. A gombaspórák és a baktériumok könnyebben fel tudják venni a rezet, így nagyobb hatékonysággal történik meg az osztódás illetve a spóratömlő kialakulásának gátlása. A hatás- és tapadásfokozó anyagok használatának eredményeként a Vegesol R használatakor a hektáronként kipermetezett réz mennyisége 40-60%-al kevesebb mint az egyéb réztartalmú készítmények esetében.  A készítmény az alábbi növényi betegségek ellen hatásos:  VEGESOL-R-termek.png  baktériumos megbetegedések (Preudomonas, Xanthomonas, Erwinia sp) szeptóriás megbetegedések (Septoria apiicola, Septoria lycopersici) alternáriás megbetegedések (Alternaria solani, Alternaria lycopersici, Alternaria pori) peronoszpórás megbetegedések (Plasmopara viticola, Pseudoperonospora cubensis, Peronospora brassical, Bremia lactucae, Peronospora destructor, Pseudoperonospora humuli) cerkospórás megbetegedések (Cerkospora beticola) almafa varasodás (Venturia inaequalis) burgonya és paradicsomvész (Phytaphtora infestans) almafélék nektriás rákja (Nectria galligena) csonthéjasok és almafélék moniliás megbetegedése (Monilia laxa) csonthéjasok sztigminás levéllyukacsosodása (Stigmina carpophila) őszibarack levélfodrosodás (Tophrina deformans) A Vegesol R közvetve mérsékli a vírusos megbetegedéseket azáltal, hogy az olaj a vírusvektor levéltetvek és kabócák szívószervét eltömíti, így azok nem tudnak újabb növényeket megfertőzni.  Felhasználható: zöldségfélékben fitoftórás és baktériumos megbetegedések ellen.  Javasolt technológia: Paprikában baktériumos levél és termésbetegségek ellen a védekezést preventíven kell elkezdeni, majd a fertőzés alakulása szerint 2-3 alkalommal javasolt megismételni. Járványos időszakban további 2-3 védekezés szükséges. Paradicsomban fitoftóra ellen a védekezést preventíven kell megkezdeni lombzáródás előtt. Csapadékos meleg időjárás esetén a baktériumos betegségek ellen a kezeléseket virágzás előtt javasolt megkezdeni, és a fertőzés alakulása szerint 2-3 alkalommal megismételni. Burgonyában a védekezést megelőző jelleggel, vagy az első fitoftóra tünetek megjelenésekor kell megkezdeni. Járványhelyzet, illetve a fertőzés mértékétől függően a kezeléseket 7-10 naponként 3-4 alkalommal kell megismételni. A készítmény a baktériumos betegségek ellen is védelmet nyújt. Borsóban és babban baktériumos megbetegedések ellen a védekezést a virágzás és hüvelyképződés időszakában kell elkezdeni, és a fertőzés alakulásától függően 2-3 alkalommal kell megismételni. Hagymában baktériumos megbetegedés ellen a kezeléseket az előrejelzés alapján preventív módon kell elkezdeni és 7-10 naponként 3-4 alkalommal javasolt megismételni.  A készítmény 25oC feletti hőmérséklet estén perzselést okozhat. A készítményhez nedvesítőszer hozzáadása nem szükséges.";8413;HUF;0.00;"6.00 kg";3021;9606
"DF Partner s.r.o.";"KANNA  5  L ÜZEMANYAGOS DB";"Műanyag termékek > Kannák";https://www.online-gazda.hu/kanna-5-l-uzemanyagos-db_p3023;1395;https://www.online-gazda.hu/img/products//medium/KANNA_5_L_UZEMANYAGOS_DB.jpg;;8415;HUF;0.00;"500 g";3023;1098
"Agroterm Kft.";"RÉZKÉN 650 FW  1L";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/rezken-650-fw-1l_p3024;3690;https://www.online-gazda.hu/img/products//medium/REZKEN_650_FW_1L.jpg;"Gombaölőszer és lemosószer.  Házikerti dózis: lemosásra 1,5 dl/10 liter, lombra 0,5 dl/10 liter.  Felhasználási javaslatok: Almában, szőlőben, őszibarackban, uborkában, petrezselyemben gombabetegségek ellen. Hatóanyaga: 200 g/l fémréz (rézoxiklorid formában) + 450 g/l kén A Rézkén gyári kombinációban tartalmazza a növényvédelemben külön-külön már régóta alkalmazott és közkedvelt rézoxikloridot és a mikronizált elemi ként. A hatóanyagok kombinációja miatt a hatása kettős: lisztharmat gombák, baktériumos és egyéb gombás betegségek (ágelhalások, tűzelhalás, varasodás, stb.) ellen.";8416;HUF;0.00;"1.50 kg";3024;2906
"ROCK Safety";"MUNKAVÉDELMI FÉLCIPŐ CITY 01";"Munkavédelmi felszerelés > Védő lábbeli";https://www.online-gazda.hu/munkavedelmi-felcipo-city-01_p3025;5200;https://www.online-gazda.hu/img/products//medium/MUNKAVEDELMI_FELCIPO_CITY_01.jpg;"City O1 munkacipő, orrmerevítő nélküli félcipő  - City munkacipő,félcipő (O1) - Marhabőr felsőrész - Olajálló, SRC csúszásmentes kétrétegű PU fröccsöntött talp - Külső oldalon fényvisszaverő csík - Párnázott nyelv -Méretek: 40,41,42,43,44,45.";8417;HUF;0.00;"1.60 kg";3025;4094
"BVN Növényvédő Kft.";"VEGESOL ERES 20 L.";"Növényvédő szer > Gombaölők";https://www.online-gazda.hu/vegesol-eres-20-l_p3026;51500;https://www.online-gazda.hu/img/products//medium/VEGESOL_ERES_20_L.jpg;"&nbsp; &nbsp; &nbsp;Vegesol eReS Gombaölő és lemosó permetezőszer. Hatóanyag: 11,5% réz(II)-hidroxid &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;23% &nbsp;kén &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;20% &nbsp;napraforgóolaj Ökológiai gazdálkodáshoz javasolt szer. Lemosó permetezéshez 100ml/10L víz, Gombaölő szerként használva 50ml/10L víz dózisban javasolt.";8418;HUF;0.00;"27.00 kg";3026;40551
;"AGROSZÖVET 4.2*100M FEKETE TEK";"Fólia > Talajtakaró fólia";https://www.online-gazda.hu/agroszovet-4-2-100m-fekete-tek_p3027;75000;https://www.online-gazda.hu/img/products//medium/AGROSZOVET_4_2_100M_FEKETE_TEK.jpg;"Az agroszövet egy biztonsági talajtakaró rácsozott textília. Használhatja legyökeresedés, valamint gyomosodás ellen. Használhatja kavics-kő ágyás alá, kertépítés során a gyep és virágos alá, medence vagy tóépítéshez. Célja a gyom, a gaz, a törzs és egyéb gyökér felszínre törésének megakadályozása. Mérete: 4,2 X 100 m Lefedhető terület: 420 m2";8419;HUF;0.00;"30.00 kg";3027;59055
;"SZUPERFOSZFÁT 25/1";"Műtrágyák > Granulált";https://www.online-gazda.hu/szuperfoszfat-25-1_p3028;2700;https://www.online-gazda.hu/img/products//medium/no_image.jpg;"Foszfor alap trágyázásra alkalmas, foszforhiány kezelésére, illetve megelőzésére, szőlő, gyümölcs, kertészeti, szántóföldi, kultúrák alá, elsősorban ősszel és télen talajba bedolgozva, 100 - 300 kg / ha mennyiségben.&nbsp;  1000 m2 &nbsp;teljes felületre 10 - 30 kg&nbsp;  &nbsp;foszfor műtrágya: 20,5 % P2O5 + 18 % S. A foszforsavat vízben könnyen oldódó alakban tartalmazza s ezért a növénygyökerek gyorsabban elsajátíthatják, mint az egyéb foszfortrágyákban levő foszforsavat. A nagyon könnyű homoktalajok kivételével bármely talajon sikerrel alkalmazható, ha az illető talaj foszforsavpótlásra  Amennyiben a nitrogént a vegetatív fejlődés elemének tekintettük, úgy a foszfor a generatív fejlődés makroeleme. A növényi anyagcsere folyamatokban és az energiaháztartásbán betöltött szerepénél fogva a foszfor a termésképzés szempontjából alapvető. A hiánya esetén fellépő általános anyagcserezavar következtében lassul a fehérje- és cukorképzés, gyengül a keményítőszintézis. A foszforhiány hatására romlik a növény vízháztartás és az alsó, idősebb levelektől induló vöröses elszíneződés, sárgulás, majd végül elhalás figyelhető meg az állományon. Az elégtelen foszforellátás következtében késleltetetté válik a virágzás és az érés is.  ​Nem csak a foszfor hiánya, hanem annak többlete is káros következményekkel jár. A foszfor túladagolása jelentős tápelem aránytalanságokhoz vezethet. A P - Zn antagonizmusból adódóan foszfortöbblet esetén állományaink relatív Zn, hiányával kell számolnunk, aminek jelentős termésveszteség és minőségromlás lehet a következménye.  A szuperfoszfát a legáltalánosabban és legelterjedtebben használt foszfátműtrágya. 18-20% vízben is oldható foszfor-pentoxidot tartalmaz, kémhatása savanyú, ezért használatát savanyú talajon ajánlatos mérsékelni.  Összetétel: 20,5 % P2O5 (18 % Citrátoldható, 16 % vízoldható) + 18 % S (vízoldható kén).  Minőségi paraméterek:  - Hidegen granulált műtrágya - Nedvességtartalom: max. 12 %";8420;HUF;0.00;"25.50 kg";3028;2126
Demar;"GUMICSIZMA  Demar Predator XL EVA";"Munkavédelmi felszerelés > Védő lábbeli";https://www.online-gazda.hu/gumicsizma-demar-predator-xl-eva_p3029;6850;https://www.online-gazda.hu/img/products//medium/CSIZMA_Demar_Predator_XL_EVA.jpg;"EVA habból készült csizma, ezért rendkívül magas hőszigetelő képességű és pehelykönnyű súlyú, kivehető béléssel. A zöld csizma felső része és talpa EVA habból készült, amely rendkívül magas hőszigetelő képességű és pehelykönnyű súlyú. Zöld színű kivehető bélésű EVA csizma általános ipari és mezőgazdasági felhasználásra. Az EVA talp olajálló és csúszásmentes. 35%-kal könnyebb, mint a gumiból vagy PVC-ből készült csizmák, ebből adódóan, sokkal kényelmesebb, ezáltal egész napos viseletre is ajánlott. Speciális anyaga magas fokú hőszigetelő, akár -30 fokos hidegben is melegen tartja a lábat. Az EVA rugalmasan alkalmazkodik a lábhoz, mindez optimális mozgásszabadságot eredményez. Háromszor hosszabb élettartamú mint versenytársai. Vizes közegben, valamint nem veszélyes folyadékokkal végzett munkáknál biztosít védelmet.  Méret: 41,42,43,44,45,46,47-s méretekben kapható.&nbsp;";8421;HUF;0.00;"1.000 kg";3029;5394
"ZFW Hortiservice Kft.";"HORTITAB 500 DB-S ÜLTETŐ TABLETTA";"Műtrágyák > Granulált";https://www.online-gazda.hu/hortitab-500-db-s-ulteto-tabletta_p3030;19900;https://www.online-gazda.hu/img/products//medium/HORTITAB_500_DB_S_ULTETO_TABLETTA.jpg;"A HortiTab az első olyan oltóanyag, mely közvetlenül a gyökér közelében fejti ki hatását. Serkenti az anyagcserét, támogatja a növények ültetés utáni fejlődését, költséghatékony módon növeli a termés minőségét és mennyiségét. Emellett erősíti a növény ellenálló képességét a szélsőséges környezeti hatásokkal szemben.  ADAGOLÁS: Hajtatás: 1 tabletta/növény Facsemete: 1-2 tabletta/növény  ÖSSZETÉTEL: összes nitrogén (N) 13% karbamid-nitrogén (N) 2% ammónium-nitrogén (N) 2% karbamid-formaldehid (N) 9% meleg vízben oldódó karbamid-formaldehid (N) 3,1% hideg vízben oldódó karbamid-formaldehid (N) 3,9% foszfor-pentoxid (P2O5) 8% vízben oldódó foszfor-pentoxid (P2O5) 5% vízben oldódó kálium-oxid (K2O) 5%";8422;HUF;0.00;"2.60 kg";3030;15669
"ZFW Hortiservice Kft.";"HORTITAB 100 DB-S ÜLTETŐ TABLETTA";"Műtrágyák > Granulált";https://www.online-gazda.hu/hortitab-100-db-s-ulteto-tabletta_p3031;5550;https://www.online-gazda.hu/img/products//medium/HORTITAB_100_DB_S_ULTETO_TABLETTA.jpg;"A HortiTab az első olyan oltóanyag, mely közvetlenül a gyökér közelében fejti ki hatását. Serkenti az anyagcserét, támogatja a növények ültetés utáni fejlődését, költséghatékony módon növeli a termés minőségét és mennyiségét. Emellett erősíti a növény ellenálló képességét a szélsőséges környezeti hatásokkal szemben.  ADAGOLÁS: Hajtatás: 1 tabletta/növény Facsemete: 1-2 tabletta/növény  ÖSSZETÉTEL: összes nitrogén (N) 13% karbamid-nitrogén (N) 2% ammónium-nitrogén (N) 2% karbamid-formaldehid (N) 9% meleg vízben oldódó karbamid-formaldehid (N) 3,1% hideg vízben oldódó karbamid-formaldehid (N) 3,9% foszfor-pentoxid (P2O5) 8% vízben oldódó foszfor-pentoxid (P2O5) 5% vízben oldódó kálium-oxid (K2O) 5%";8423;HUF;0.00;"500 g";3031;4370
;"KOROMTALANÍTÓ 1KG KONIX";"Egyéb > Háztartási vegyiáru";https://www.online-gazda.hu/koromtalanito-1kg-konix_p3032;765;https://www.online-gazda.hu/img/products//medium/KOROMTALANITO_1KG_KONIX.jpg;"Koromtalanító, égésjavító adalékanyag Minden szilárd tüzelésű fűtőberendezésben ( kazán, kandalló) használható A KONIX folyamatos adagolása a tüzelőanyaghoz meggátolja az égés során keletkező korom,kátrány, kén és egyéb lerakódását a tűztérben, a füstjáratokban, a kéményben.";8424;HUF;0.00;"1.100 kg";3032;602
